text_clean,text_len,label
a-rod said the number 13 he wears on his uniform is for opposing teams to fear him but the fact is a-rod is a damn cancer to the yankees,136,neither
"its arabspring training, charlie brown! rejectedpeanutsspecials",63,neither
rt <user> : gabby's a bitch turned on my xbox with her nasty foot..,67,offensive_language
"i told her too. i said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",136,neither
yo hoe will get slayed! & 128298 ;,34,offensive_language
wondertrade is the best pokemon feature ever. i just got a level 27 japanese wobbuffet for a level 4 beginning area trash pokemon,129,neither
""" bad bitches is the only thing that i like """,45,offensive_language
four ho& 251 ;rs to back up this iphone haha... jokes & 128530 ;,64,neither
to the senior class: there will be oreo funfetti bars in the den this morning & 128538 ;,88,neither
ain't nothing funnier then watching a woman try to hide her inner hoe & 128514 ;& 128514 ;& 128514 ; know she like to get hit from the back and have a finger...nvm,163,offensive_language
bad bitch,9,offensive_language
<user> <user> <user> hey teabagger the law made it a felony to keep and collect the records. get your facts straight,116,neither
rt <user> : you have a new boyfriend every week.. tf you doin hoe?,66,hate_speech
rt <user> : joe changed her life and went back to his old bitch& 128514 ;& 128514 ; & 8220 ; <user> : <user> ha.. she got them bitches worked o& 8230 ;,151,offensive_language
rt <user> : <user> aye g.. i fucked yo bitch again by mistake..,63,offensive_language
""" <user> : hickies in between her thighs right by her pussy "" its only right",76,offensive_language
the most broke people have the most to say bitch nigga how can you afford to speak,82,offensive_language
<user> what a bishhh & 128075 ; slap a hoe,42,offensive_language
rt <user> : bitch got me acting crazy as hell lately,52,offensive_language
graham crackers and hazelnut coffee are my fave & 128152 ;& 9786 ;& 65039 ;,75,neither
rt <user> : if i had a dollar for every time i fucked ur bitch <url>,68,offensive_language
i hate when bitches get lame & 128078 ;,39,offensive_language
rt <user> : need my dick sucked..fuck 1 bitch i need & 9996 ;& 65039 ; sluts,76,offensive_language
cardinals score 1st. they lead 1-0 in the top 3rd with birds on base. nlcs sfvsstl,82,neither
it aint nuffin to cut that bitch off!!!!,40,offensive_language
"""boolin' in the bando wit a few bitches""",40,offensive_language
""" <user> : chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* <url>",106,offensive_language
"rt <user> : ""bitch ass nigga square up"" & 128514 ;& 128514 ; <url>",66,offensive_language
"<user> & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ; i gotta keep my ""hoes"" on private.",102,offensive_language
cousin: why is there a bird on your screen me: it's twitter cousin: i poke you me: that's facebook,98,neither
ain't no love in the ghetto & 128148 ;,38,neither
rt <user> : when hoes talk shit about other hoes... i'll just leave this here.,78,offensive_language
miley cyrus got the hardest song in the club & 128514 ;& 128514 ;& 128514 ;& 128514 ; j's ain't on my feet tho these hoes love these boots & 9996 ;& 65039 ;& 9996 ;& 65039 ;& 9996 ;& 65039 ;,190,offensive_language
waddup bitch i gotta get tf outta this town tonite <url>,56,offensive_language
rt <user> : & 8220 ; <user> : i can't fw no friendly bitch..& 8221 ;,68,offensive_language
mom said i couldn't have chocolate milk past nine so i punched that bitch in the pussy satan & 128526 ;,103,offensive_language
rt <user> : breaking: yankees acquire lebron james in a 3 team deal per sources <url>,85,neither
stupid bitches& 9995 ;& 128529 ; fuck . & 128530 ;,50,offensive_language
all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea <url>,114,offensive_language
<user> <user> i don't love these hoes,37,offensive_language
rt <user> : aye little bitch y'all niggas hirin? & 128514 ;& 128514 ;& 128514 ; <url>,85,offensive_language
dez is caked up with some bitch or something cause hes not playing like dez bryant,82,offensive_language
so now he wanna lie !? & 128514 ;& 128557 ; he's a fuccing joke & 9995 ;& 128564 ; ajay gotta whole bitch but oml trynna argue wit me shit like fir what boi !?,159,offensive_language
rt <user> : when you in a public place and ya side hoes come outta no where & 128557 ; <url>,92,offensive_language
<user> na a young bitch got school & 128514 ;& 128514 ;& 128514 ;,65,offensive_language
w bitch,7,offensive_language
& 8220 ; <user> : <user> lol love you ;)& 8221 ; little bitch,61,offensive_language
run it in her pussy like a crash dummy.,39,offensive_language
it's the most hillbilly thought ever. a thing is a way one time or to one audience and therefore it must be that way always.,124,neither
rt <user> : social network got bitches heads like & 128553 ; <url>,66,offensive_language
good evening charlie and friends <user> <user> <user> <user> <user>,67,neither
"& 8220 ; <user> : fuck a ""bad bitch"" id rather have a good girl who's a freak just for me 10/10 times & 128525 ;& 128525 ;& 8221 ;",130,offensive_language
& 128514 ;& 128514 ;& 128514 ;& 128514 ; rt <user> : murda out here sucking bitches & 128514 ;& 128514 ;& 128514 ;& 128514 ; howdhow ?,134,offensive_language
"rt <user> : ""a real man gonna keep it real with his bitches"" lmaooooo shut up i'm not tellin u about other women mind ur business",129,offensive_language
<user> umm bitch hello i was not alive so i clearly dobt have it,64,offensive_language
"not sure why teabaggers would care about nelson mandela, being that he's one of 'them' if you know what i mean. teaparty tcot",125,neither
<user> nah bama fans ain't finna have a nigger running the offense.,67,offensive_language
"everything don't deserve a reaction. so don't think because you do something that i'm jump..no, bitch i'm focused on money not your sad ass",139,offensive_language
<user> <user> both you bitches go to sleep,42,offensive_language
"its either a gun, a sandwich, or both. details looking really fuzzy right now and i don't trust any police department in mo",123,neither
rt <user> : rt <user> : come somebody please get me a ps4? willing to eat pussy for it if need be.,98,offensive_language
rt <user> : 0 hoes.,19,offensive_language
<user> <user> the only place for a ho in the garden,51,offensive_language
dat bitch mouth made da honor roll,34,offensive_language
& 8220 ; <user> : it's so wonderful when you meet a dude that's not a bitch ass nigga these days & 128514 ;& 8221 ; & 128588 ;& 128553 ;,136,offensive_language
"i mean if a bitch whilin out, she gone get knocked tf out",57,offensive_language
rt <user> : if a hoe give my lil sista a eye like that she betta call me so we can go jump the bitch & 128514 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;,151,offensive_language
rt <user> : you're a faggot if you ever had the kim possible bbm notification,77,offensive_language
"rt <user> : <user> <user> not a fob fan nor in the know. but ""fuck you fatty"" is a poor argument for anything after 5th& 8230 ;",127,offensive_language
you ain't gotta be a dyke to like hoes,38,offensive_language
let me find out floyd mayweather is being a bitter bitch today all on the social networks..& 128514 ; whohurtyou,112,offensive_language
all i want for my birthday is a big booty hoe & 128526 ;& 128526 ;,66,offensive_language
rt <user> : no i ain't no bitch no i ain't no snitch!,53,offensive_language
<user> <user> i saw the actual tweet while scanning jihadi accounts. they put a screen shot of it with: all aid workers r spies,127,neither
<user> bitch just be looking for my shit.,41,offensive_language
"rt <user> : fear mongering by the left is dying. wake up, who are you going 2 believe charlie rangel and hussein or mia love and c& 8230 ;",138,neither
manual labor so trash,21,neither
<user> <user> i likes yo page. i wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis,119,offensive_language
rt <user> : thanks ravens 4 beating those fags. now believe i don't give a fuck about you. i'm raider nation bitches. thanks 4 pu ...,133,offensive_language
rt <user> : trying so hard to resist the urge to smack a bitch <url>,68,offensive_language
photo: morning bitches <url>,28,offensive_language
you need an iphone to use their stupid watch? apple is just grabbing people ankles and shaking the money out of rubes pockets.,126,neither
rt <user> : automatically suspicious of white folk who try too hard to show they like us darkies.,97,hate_speech
some lying ass hoes lol,23,hate_speech
"<user> idk is she's actually from there lol, we followed a band. but we met a few bainbridgians. this bitch had like 4 teeth i swear lol",136,offensive_language
hoes ain't wana fuck a nigga back then you but all the bitches wana fuck a nigga now,84,offensive_language
parsons trash,13,neither
i don't like you bitch so & 128514 ;& 128514 ; i'm having a party all weekend my momma going out of town.,105,offensive_language
rt <user> : niggas be out here loving all they hoes...that's a no no.,69,offensive_language
rt <user> : i never met a faithfull bitch,41,offensive_language
be mean or rude to my little sister again and i'll kick your ass. it applies to all of you little snooty bitches. k thanks.,123,offensive_language
sometimes you gotta block a bitch because damn they annoying,60,offensive_language
<user> <user> <user> yep. texas is redneck heaven.,50,offensive_language
their salsa negro is awesome... <user> <user>,45,neither
y'all all some hoes,19,offensive_language
rt <user> : my wifi stronger then half y'all hoes relationships lol,67,offensive_language
"rt <user> : side hoe: hey, this is my boyfriend me: <url>",57,offensive_language
rt <user> : you win some and lose some long as you get it on you aint a bitch.,78,offensive_language
like she got a death touch? rt <user> : this bitch standing in front of me looking like rogue from the xmen,107,offensive_language
niggas fall in love with an evil bitch and turn they back on they friends..... its cool tho.,92,offensive_language
i'm coming for that no 1 spot nigguh <user>,43,offensive_language
rt <user> : tell me how you really feel. rt <user> : those little isis faggots usually have bags over their heads anyway.,121,hate_speech
aye the part be treating the bitches too good & 128514 ;,56,offensive_language
""" <user> : 10 birds your grandkids may never see, thanks to climate change <url> <url> climate",94,neither
rt <user> : when a hoe says hi to bae <url>,43,offensive_language
"i took 2 ""rebel vs. yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% rebel vs. 52.5% yankee in southern pa.",138,neither
<user> my birthday hath already passed with little to no fanfare. so. enjoy your day and be blessed bitch.,106,offensive_language
& 8220 ; <user> : i want to be obsessed with someone and i want someone to be obsessed with me& 8221 ;then u might have to kill the bitch& 128563 ;,147,offensive_language
hazlenut coffee and graham crackers every morning & 128525 ;& 128588 ;& 128152 ;,80,neither
"rt <user> : "" <user> : come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod& 8230 ;",135,offensive_language
<user> i have never once in my life been to a 'coffee shop' like starbucks. i am a hick though.,95,neither
you know what fuck you too bitch your such a little hoe! .,58,hate_speech
rt <user> : you might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality. & 8230 ;,141,offensive_language
<user> <user> pussies,21,offensive_language
<user> <user> and you're a hoe,30,offensive_language
& 8220 ; <user> : fuck them texts! & 128526 ; it's a movement. lmaooo & 8220 ; <user> : courts texting rubbed off on me & 128514 ;& 8221 ;& 8221 ;she used to be bitch bout it tho & 128553 ;,189,offensive_language
rt <user> : god all a nigga trust i can't trust that gun cuz if that bitch jam i'm fucked can't trust niggas they bitches got they dicks& 8230 ;,144,offensive_language
commonquestioniget why uou so ghetto?,37,neither
y'all hoes believe anything though,34,offensive_language
i don't love these bitches or these hoes; fuck they thought? i love my money!,77,offensive_language
i fucken can't stand little cunts that write a damn essay on how the feel about something on facebook. gross,108,offensive_language
& 8220 ; <user> : i think this hoe pressed or some shit & 128533 ;& 8221 ;righttt how many times we asked where they be??ok,123,offensive_language
<user> <user> <user> your getting blocked faggot,48,hate_speech
' i wouldn't bring my girl around nobody but leo & 1041204 ;& 1041204 ;& 9995 ; he the only niggah i know that wouldn't mess with any of the... <url>,149,offensive_language
rt <user> : female ig models in person be so trash & 128546 ;,61,neither
rt <user> : still the greatest tweet ever. rt <user> bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...,129,offensive_language
rt <user> : never trippin on no hoes,36,offensive_language
"<user> ""bitches talk shit, you got the right to swerve"" god damnit you are da shittt",84,offensive_language
im trying to come back as a fine ass bitch next lifetime....,60,offensive_language
date a thug because you know they won't pussy out when it comes to defending you. felonsplease,94,offensive_language
damn rednecks outside shooting guns keep waking my kids up. no sleep for us tonight. thanks 2a ! work at 8am is going to be so great...,135,offensive_language
"<user> not sure. i think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow",130,offensive_language
rt <user> : when you're a local in pc you can't love anybody because everybody turns into hoes on springbreak,109,offensive_language
youu got wild bitches tellin you lies,37,offensive_language
gorgeous rt <user> : calico maine coon cat <url>,48,neither
& 8220 ; <user> : what these bitches want from ah nigga & 128526 ;& 8221 ;,74,offensive_language
"rt <user> : nomatter how much i'm feeling you, u can't compete with girls who throw the pussy. im just gonna always take the l",126,offensive_language
rt <user> : scorpio aka hoe season right around the corner.,59,offensive_language
<user> bruh bruh that bitch ain't loyal !,41,offensive_language
"rt <user> : i love asking really hot, skinny bitches when they're due.",70,offensive_language
rt <user> : nah bitch you ain't just gone go off on me and just want me back 5 minutes later. i'm playing 2k until further notice,129,offensive_language
making up drake disses rt <user> : <user> cant wait to call it trash and tell everyone that b l u will forver be the goat out of la,131,neither
honestly at this point i doubt i'd fuck miley cyrus anymore that bitch is a mess.,81,offensive_language
pops told me never stick ya & 127814 ; in a broke bitch,55,offensive_language
"<user> this some bullshit, bitch. show lana kane.",49,offensive_language
these hoes needa stop tryna split relationships and get they're own damn man,76,offensive_language
rt <user> : you can no longer run a business n america unless it's deemed acceptable by 1 political group of retards known as democr& 8230 ;,140,hate_speech
miss you lil bitch <user> <url>,31,offensive_language
rt <user> : bitches b tweeting everything they see to b relavent & 128514 ;& 128514 ;& 128514 ; its really sad & 128563 ;,121,offensive_language
"real niggas treat me with respect and you're a pussy, nigga.",60,offensive_language
tbt me being a bad bitch <url>,30,offensive_language
burnnotice fi shoots bean bag rounds at the guy - hurts like a bitch don't they?,80,offensive_language
that nig darion couldn't help but act like the camera was on him... he didn't keep any composure eattin those crawfish hahaha,125,offensive_language
"mother nature is drunk again, this bitch knows how to party.",60,offensive_language
& 8220 ; <user> : clingy girlfriends are the best & 128175 ;& 10084 ;& 65039 ;& 128553 ;& 128143 ; <url> stop lying to these hoes bro.. that shit annoying,154,offensive_language
<user> go get that sum bitch,28,offensive_language
spongebob ass niccas fr,23,offensive_language
"i'm still mad because this nigga really said ""i got bitches texting me asking me..."" oh really ? but let me say sum wit that in it & 128175 ;",141,offensive_language
rt <user> : the beat tho & 128076 ;bitch im trying bone,55,offensive_language
rt <user> : hahahaha basic bitches so funny,43,offensive_language
"' that fb profile checker thing fake then a mf , i just added some bitch yesterday and it had me on the top . fuck fr ?",119,offensive_language
killin these niccas n i hate all my ex hoes!,44,offensive_language
shouts out to my down ass bitches who never give a nigga a hard time!,69,offensive_language
rt <user> : this bitch went full on retard <url>,48,offensive_language
these bitches ain't shit i forgot to mention .,46,offensive_language
"unfortunately, i love her the most tho rt <user> : <user> thats ur hoe too?",75,offensive_language
"look at this little faggot. "" <user> : tell her she's beautiful as much as you can. it'll make her smile""",105,hate_speech
my side bitch is my main bitch cuz my main bitch aint feelin me nomo...nomo,75,offensive_language
i get so deep in that pussy i touch the back of her soul!!!,59,offensive_language
<user> she looks like a real dyke now,37,offensive_language
no hoe shit tho i was bout to say perro got butt naked bitches doing dishes,75,offensive_language
<user> i'd pop dat lemon for some real pussy.,45,offensive_language
ugh that crazy bitch in the crucible smh,40,offensive_language
<user> that's not even a real word! must have hit a blunt and started making up shit with your nigger ass lol,109,hate_speech
all deses bitches turnt up i'm fenna turn em down,49,offensive_language
ray rice bitch!!!!!!!!!!!!!,27,offensive_language
"rt <user> : prime suspect of foley murder is 23y/o british jihadi who, wait for it ... ""declared his allegiance to anonymous'"" <url>",132,neither
& 8220 ; <user> : & 8220 ; <user> : i wonder if i @ oomf i be like i want fuck would i be wrong or & 128533 ;& 8221 ; you a be one brave as bitch& 128514 ;& 128514 ;& 8221 ;one day & 128553 ;& 128514 ;& 128514 ;,211,offensive_language
"& 8220 ; <user> : i'm a faggot"" i agree",39,offensive_language
"<user> mine will say ""the intimidator"" & 128514 ;& 128514 ; cause bitches can't handle it.& 128514 ;",100,offensive_language
"forreal forreal, i would let the founder of capcom fuck my bitch. they made street fighter and marvel vs capcom eternallygrateful",129,offensive_language
"idgaf about you flat chested hoes feelings either, you a grown ass man nigga.",77,offensive_language
free ballout lil bitch & 128520 ;& 128299 ;,43,offensive_language
"' if i ever put ma trust ina bitch , i'll always be hurt ! & 1043323 ;& 1043323 ;",81,offensive_language
miss these scary hoes! :) <url>,31,offensive_language
it's either your getting pussy or are one what will it be?,58,offensive_language
rt <user> : when you try to tell grandpa that 70s music was trash <url>,71,neither
"rt <user> : reasons to be a mermaid: - no periods - no pants - perfect hair - u get to lure men into their death also, free clam& 8230 ;",136,neither
"<user> but then they said ""oh nah ur not"" but dude i'm getting to be a heartless bitch have you not met me",106,offensive_language
"ifthepurgewasreal i'd be the best prostitute and madam ever. hey, if you got pussy, you shouldn't be broke, right? lmao jk",122,offensive_language
' i will never date a female with another niggah name on her lol . wtf .,72,offensive_language
i got no respect for hoe shit,29,offensive_language
rt <user> : i need a real bitch !,33,offensive_language
<user> bitch i was out dea and your ass was sleep,49,offensive_language
"gotta love rednecks. loud, stupid, stubborn, and full o schitt.",63,hate_speech
yo <user> i miss you. ya cunt.,30,offensive_language
"<user> whatever hoe bitch 1 them ""fags"" beat yall sad asses too",63,hate_speech
i'm stuck in my room.. the house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. stuck.,138,offensive_language
"yeah it was a great one actually, i'm fucking hilarious bitches & 128129 ;& 128536 ;",84,offensive_language
<user> <user> well he is at genos. so he is the ultimate faggot,63,hate_speech
ugh i really can't wait to get paid tomorrow and spend it on my hoes & 128524 ;& 10084 ;& 65039 ;& 128131 ;& 128111 ;& 128109 ;& 128514 ;& 128514 ;& 128514 ;& 128514 ;,167,offensive_language
""" so hoes that smoke are losers ? "" yea ... go on ig",52,offensive_language
<user> lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......,130,offensive_language
<user> get off my twitter fag,29,offensive_language
rt <user> : <user> <user> buy the girl stuff you twink ass bitch,64,offensive_language
<user> <user> bitch got arms like piccolo,41,offensive_language
two years strong with this honkie & 128536 ;& 10084 ; <user> <url>,66,offensive_language
"rt <user> : i hate when old bitches& 128117 ; wear clothes these young hoes be wearing& 128135 ;& 128089 ;& 128096 ;, like stay yo ass& 9995 ;& 128530 ; in yo age group",168,offensive_language
<user> never happen. too much republican redneck oil money. sad butt true. corruptamerica,89,offensive_language
"rt <user> : im pregnant ass bitches , matter fact ima slip down the steps ass bitches",85,offensive_language
if a teacher gave me some pussy in elementary school i got to tell somebody.,76,offensive_language
kick down your door and smack that bitch rt <user> : make me wanna ride past ya house and sit.,94,offensive_language
all you ladies pop your pussy like this,39,offensive_language
"<user> bitch i don't wanna talk, i wanna fight your pussy ass",61,offensive_language
shut up bitch you beat off to your sister.,42,offensive_language
<user> i'm not a nig. & 128548 ;,32,offensive_language
<user> u will see it on saturday and if u don't show up then your a bitch made nigga pussy ass nigga,100,offensive_language
"customers be tryna act like you don't understand what they're saying, no bitch, you don't understand what i'm saying.",117,offensive_language
"can someone please explain to me, why are the birds so angry destroying pigs' homes?",84,neither
rt <user> : if you can stick one finger in your pussy and feel all 4 walls . your still tight & 128076 ;,104,offensive_language
rt <user> : columbus found america and we killed some injuns sincethecubswonaworldseries,88,offensive_language
rt <user> : some of you bitches aren& 8217 ;t built to wear certain shit. <url>,79,offensive_language
rt <user> : bpg bitch,21,offensive_language
"typically hateful, anti-christian, mentally ill and ugly dyke trash pig couple jennifer mccarthy and melisa erwin <url>",119,hate_speech
shyt b pissing me off rt <user> : <user> ugh i cannot stand bitches like that smh,81,offensive_language
"<user> btw, happy birthday, charlie! get better soon!",53,neither
mutes pussy.. and ***** and ***** smh,37,offensive_language
<user> wigg i love you bitch & 128536 ;,39,offensive_language
"got the vector job, bitch.",26,offensive_language
rt <user> : if i was to really be straight bold bitches will hate me man,72,offensive_language
my neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.,83,offensive_language
you a dike cause yo man a pussy.,32,offensive_language
"iknow a couple mf that does this, there favorite line i wouldnt do that thats young. bitch stopp ' your young minded",116,offensive_language
simply cani deal with a confrontation so i just back away when cunts get aw nasty towards me.. changed a lot in the past few years tbh,134,offensive_language
i think you a fat bitch if i never see ya body on the tl and you got nothing but neck up avi's,94,offensive_language
fucking thirsty bitches,23,offensive_language
"rt <user> : rise+rhyme snowpatricksday <user> : on in the am! wear your green, dance a jig sing a lively tune w/ me! http:& 8230 ;",130,neither
poppy give me discou.. bitch i get it for the lowwwww!!!,56,offensive_language
"i want my bitch to answer if my ex calling, with my dick in her mouth",69,offensive_language
""" <user> : usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team. & 187 ; <url> he's a bitch",123,neither
i guess bitches got it twisted and think i'm weak or something.. do i look weak? do i look scary? do i look like somebody you finna pick w|?,140,offensive_language
<user> every bitches claim,26,offensive_language
or get swept in motown lol yankees tigers mlb,45,neither
<user> fuck you pussy -.- i made a mistake and started cj spiller over chris ivory this week -.- fuck,101,offensive_language
"<user> stop being a bitch and speaking on my name little girl , thank you.",74,offensive_language
only the strong survive and you niggas is bitches,49,offensive_language
"it means that im following orders and being subordinate. sue me, ya dyke",72,hate_speech
we been passed dem niccas yrs ago fr,36,offensive_language
rt <user> : i deadass took this after i ate a darkskin bitch pussy the other day neveragain <url>,97,offensive_language
i mean we can get married. as long we can sign a prenuptial agreement. it's 2014 bitch.,87,offensive_language
<user> you dirty little bitch,29,offensive_language
coons rt <user> : these hoes love putting spaghetti and salad on the same fucking plate....*smh*,96,offensive_language
& 8220 ; <user> : paint brushes over bugattis stundentpainters bitch& 8221 ; paint me like one of your french girls,115,offensive_language
rt <user> : <user> attention !!! keshonna alexander had the best pussy in the world. taste good asf& 128523 ;& 128523 ;& 128525 ;& 128536 ;& 128079 ;& 128588 ;& 128514 ;& 128514 ;& 128514 ;& 128553 ;& 128540 ;& 128523 ;& 128523 ;& 128525 ;& 128525 ;,249,offensive_language
agreed & 58399 ;& 58399 ; rt <user> : there are a few badd ones but idk..mixxed bitches is really where its at tho,114,offensive_language
& 8220 ; <user> : <user> no you homo& 8221 ; sorry i can't be straight like you and pull mad bitches & 128532 ;,111,offensive_language
rt <user> : *slow rap voice* that bitch can suck my dick *faster rapping voice* that bitch can suck my dick,107,offensive_language
wizard turned into a hoe after a break up,41,offensive_language
fuck with us you know we tweakin hoe,36,offensive_language
"rt <user> : ion like bitches that do slick shit , just be straight up nd let me know wassup & 128129 ;& 128175 ;",112,offensive_language
why do i have the worst bm in the world smh this bitch the devil !,66,offensive_language
inners still hanging in. yankees we need this win. nfl. it's not sunday!!,73,neither
<user> <user> people gotta bitch about something.,49,offensive_language
the karate kid is such a pussy,30,offensive_language
rt <user> : <user> so is your pussy lmao,40,offensive_language
1 more game of 2k then i'm finish my new book ... john grisham cold then a hoe,78,offensive_language
& 8220 ; <user> : burnt pussy lips - & 128514 ;& 128514 ;& 128514 ; <url> gal in the blue throwing it & 128527 ;,112,offensive_language
""" <user> : side hoes are for insecure niggas that can't handle a real one.""",75,offensive_language
""" <user> : i don't got no type. bad bitches is the only thing i like"" *iongotnotype",83,offensive_language
"rt <user> : big booty bitches , big booty bitches ;*",52,offensive_language
<user> sweetest bitch you'll ever meet,38,offensive_language
duh. aka shitty nights. rt <user> city nights is hella ghetto,61,offensive_language
rt <user> : you hoes are lost.,30,offensive_language
most niggas send hate thru the bitches,38,offensive_language
bad bitch pussy aquafina call her crystalina,44,offensive_language
game 128 preview: houston astros at new york yankees <url>,58,neither
<user> my phone's doin da pussy right now lol,45,offensive_language
<user> be a pussy as in cat,27,offensive_language
okay but how many people really care if you can see a girls nips through her shirt,82,offensive_language
rt <user> : can i bring another bitch let's have a 3some,56,offensive_language
walk off hr! <user>,19,neither
"u know u watch too much gay porn when u refer to boy butts as ""man ass"" or ""boy pussy"" bc me in my head 24/7",108,offensive_language
"rt <user> : & 128514 ; what gerry sends me, that damn jig a boo& 128514 ;& 128529 ; <url>",89,offensive_language
rt <user> : wouldn't mind driving up to ghetto ass chula vista just to slap the shit out of gyro and watch him stand there and just ta& 8230 ;,142,offensive_language
rt <user> : mahammad was a bitch. cause i said so. <url>,56,offensive_language
rt <user> : & 8220 ; <user> : when someone brings up your other hoes in front of bae <url>,90,offensive_language
juss got this hoe. free so why not? lop :p <url>,48,offensive_language
"rt <user> : like these bitches that have green eyed curly haired kids on their ig talking about ""my future child""",113,offensive_language
i need a bitch to drop it down for me lol,41,offensive_language
"rt <user> : ""are these hoes loyal?"" & 12288 ; n & 12288 ;& 12288 ; o & 12288 ;& 12288 ;& 12288 ; o & 12288 ;& 12288 ;& 12288 ;& 12288 ; o & 12288 ;& 12288 ;& 12288 ;& 12288 ;& 12288 ;o & 12288 ;& 12288 ;& 12288 ;& 12288 ;& 12288 ; o & 12288 ;& 12288 ;& 12288 ;& 12288 ;& 12288 ;o & 12288 ;& 12288 ;& 12288 ;& 12288 ; & 12290 ; & 12288 ;& 12288 ;& 12288 ; & 12290 ; & 12288 ;& 12288 ;& 12288 ;. & 12288 ;& 12288 ;& 12288 ;. & 12288 ;& 12288 ;& 12288 ; . & 12288 ;& 12288 ;& 12288 ;& 12288 ;.",490,offensive_language
"pic circulating on jihadi feeds claiming an ""isis flag"" on top of mount arafa in the holiest day of pilgrimage <url>",116,neither
<user> buck beaners security started pushing him that jetsgreen faggot around,77,offensive_language
rt <user> : jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa& 8230 ;,139,offensive_language
"i like it. folks act like the word ""negro"" is the equivalent of porch monkey or spear chucker. it's not. no real& 8230 ;",120,offensive_language
"my dad just said ""karl was always the biggest pussy of all 3 of the kids, i'm sorry karl, but... you're just a pussy"" i love my dad lmfao",137,offensive_language
<user> <user> <user> <user> eye witness: joel is a faggot,57,hate_speech
"""selling my soul for material wishes: fast cars and bitches"" tupac smile remix",78,offensive_language
""" <user> : these bitches don't care they just play that role.""",62,offensive_language
rt <user> : & 8220 ;if your 15/16 act like your those ages not like your 20. its not cute.& 8221 ; that awk moment when i thought this tweet was abo& 8230 ;,156,neither
rt <user> : you're a pussy <url>,32,offensive_language
rt <user> : i have not watched part 2 of the reunion. i'm so over them hoes. i don't even care,94,offensive_language
""" <user> : ugly bitches be like i'm my own wcw duh bitch you ain't nobody elses& 128514 ;& 128514 ;""",100,offensive_language
you always see some shit on old york rd on the late night i done seen like 4 tranny and a midget,96,offensive_language
can't beat a score of 12 on flappy bird givingup,48,neither
watch: excited isis jihadis getting their yezidi sex slaves on 'distribution day' <url> tcot lnyhbt pjnet tgdn gop,114,offensive_language
"rt <user> : twitter has a bird as its logo, that's why when you join you're an egg. and your home button is a birdhouse. why am i jus& 8230 ;",141,neither
"i aint saying you a bitch, but you be acting like a female, dog.",64,offensive_language
<user> im coolin you know me same ole shit different day my nig,63,offensive_language
rt <user> : the reason high school is so fucking hard is because ned never made a guide for anything past 8th grade. you feel me? fuck& 8230 ;,142,offensive_language
rt <user> : if all you gunna do is bitch then take ya ass home,62,offensive_language
lemme find out that bitch nigga talking shit,44,hate_speech
rt <user> : i can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe,122,offensive_language
why you gotta be such a hoe smh i ain't captain save a hoe !!,61,offensive_language
<user> <user> <user> yea u stupid faggot. i'm not leaving till like 5-6pm. want a ride?,87,hate_speech
enjoying my bed. just perfect for me my teddy bear and monkey it. singlelife bed teddybear,90,neither
<user> you a fatherless wallet carrying ass video game playing ass negro breh. you filth. no way you can afford to date a twitterhoney .,136,hate_speech
"soon <user> will be to ""fuck backtrack"" and i can't wait because fuck those faggots.",84,hate_speech
rt <user> : <user> hahahaha signs be funny than a bitch,55,offensive_language
trash show,10,neither
nicki gottem mad as fuck tho. however credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches,131,offensive_language
rt <user> : lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,109,offensive_language
"wow my cuzin dont like lil snupe, this niggah trippin",53,offensive_language
dirty hoe,9,offensive_language
i ain't stressin you hoes. know dat & 128133 ;& 128129 ;& 128068 ;,66,offensive_language
"rt <user> : & 8252 ;& 65039 ;muslim group slaughters 43 children in nigerian school, children burned alive, shot slit throats tried 2escape.. http:& 8230 ;",155,neither
"has anyone noticed that aliens have flaws too, some of those retards have crash landed on earth? means they dont know how to drive",130,offensive_language
"rt <user> : <user> hey cunt, i miss you. & 128557 ;& 128557 ;",61,offensive_language
<user> wow!!! are you comin back up here? & 128514 ;& 128514 ;& 128514 ;& 128514 ; they some bitch niggas,105,hate_speech
<user> ight nigga haha fucking queer has to clear his schedule,62,hate_speech
